student_id,school,major,year,age,gender,seed_keywords,interest_profile,research_interests,methods_tools,profile_keywords
UIUC_ENG_001788,UIUC,Computer Science,3,20,F,"['AI', 'NLP', 'systems', 'data']","I'm building depth in Computer Science with advanced coursework and research/industry-style projects. My main interests include systems, AI, NLP, machine learning and applying them to robotics.","['data engineering', 'software engineering', 'machine learning', 'systems', 'healthcare']","['Git', 'debugging', 'APIs', 'SQL', 'testing']","['AI', 'NLP', 'systems', 'software engineering', 'robotics', 'Git', 'debugging', 'APIs', 'machine learning', 'security', 'manufacturing analytics', 'HCI']"
UIUC_ENG_001789,UIUC,Computer Science,3,20,M,"['machine learning', 'data', 'algorithms', 'systems']","I'm building depth in Computer Science with advanced coursework and research/industry-style projects. My main interests include systems, HCI, security and applying them to healthcare.","['HCI', 'software engineering', 'manufacturing analytics', 'education tech', 'systems']","['debugging', 'Git', 'SQL', 'Python', 'APIs']","['machine learning', 'data', 'algorithms', 'systems', 'HCI', 'security', 'data engineering', 'healthcare', 'debugging', 'Git', 'SQL', 'design reviews']"
UIUC_ENG_001790,UIUC,Physics,4,22,F,"['data analysis', 'modeling', 'design', 'team projects']","I'm specializing in Physics through capstone work and targeted research experience. My main interests include design, applied physics, data analysis, scientific ML and applying them to energy.","['energy', 'design', 'computing', 'numerical methods', 'scientific ML']","['simulation', 'MATLAB', 'lab work', 'data analysis', 'Python']","['data analysis', 'modeling', 'design', 'applied physics', 'numerical methods', 'energy', 'simulation', 'MATLAB', 'lab work', 'scientific ML', 'instrumentation', 'design reviews']"
UIUC_ENG_001791,UIUC,Physics,3,20,NB,"['modeling', 'team projects', 'data analysis', 'design']","I'm building depth in Physics with advanced coursework and research/industry-style projects. My main interests include instrumentation, design, experiments, scientific ML and applying them to imaging.","['instrumentation', 'data analysis', 'numerical methods', 'team projects', 'applied physics']","['simulation', 'lab work', 'numerical methods', 'MATLAB', 'data analysis']","['modeling', 'team projects', 'data analysis', 'instrumentation', 'design', 'experiments', 'imaging', 'simulation', 'lab work', 'numerical methods', 'scientific ML', 'internship']"
UIUC_ENG_001792,UIUC,Electrical Engineering,3,20,M,"['signals', 'circuits', 'communications', 'control']","I'm building depth in Electrical Engineering with advanced coursework and research/industry-style projects. My main interests include circuits, power systems, signals, fault detection and applying them to robotics.","['smart grid', 'robotics', 'signals', 'wireless', 'power systems']","['control design', 'simulation', 'circuit analysis', 'lab instrumentation', 'MATLAB']","['signals', 'circuits', 'communications', 'power systems', 'control', 'robotics', 'control design', 'simulation', 'circuit analysis', 'fault detection', 'lab instrumentation', 'Python']"
UIUC_ENG_001793,UIUC,Electrical Engineering,4,22,F,"['embedded', 'communications', 'control', 'signals']","I'm specializing in Electrical Engineering through capstone work and targeted research experience. My main interests include control, circuits, signals and applying them to wireless.","['smart grid', 'circuits', 'robotics', 'signals', 'communications']","['lab instrumentation', 'circuit analysis', 'Python', 'simulation', 'MATLAB']","['embedded', 'communications', 'control', 'circuits', 'signals', 'controls', 'wireless', 'lab instrumentation', 'circuit analysis', 'Python', 'lab work', 'simulation']"
UIUC_ENG_001794,UIUC,Physics,2,19,M,"['modeling', 'team projects', 'programming', 'experiments']","I'm getting more focused in Physics by taking core classes and joining hands-on team projects. My main interests include modeling, instrumentation, computational modeling and applying them to imaging.","['energy', 'instrumentation', 'applied physics', 'experiments', 'data analysis']","['MATLAB', 'numerical methods', 'simulation', 'Python', 'data analysis']","['modeling', 'team projects', 'programming', 'instrumentation', 'computational modeling', 'imaging', 'MATLAB', 'numerical methods', 'simulation', 'design reviews', 'computing', 'process monitoring']"
UIUC_ENG_001795,UIUC,Electrical Engineering,2,20,F,"['communications', 'power', 'circuits', 'control']","I'm getting more focused in Electrical Engineering by taking core classes and joining hands-on team projects. My main interests include signals, power systems, control, fault detection and applying them to wireless.","['embedded sensing', 'controls', 'communications', 'smart grid', 'manufacturing automation']","['circuit analysis', 'lab instrumentation', 'MATLAB', 'Python', 'control design']","['communications', 'power', 'circuits', 'signals', 'power systems', 'control', 'wireless', 'circuit analysis', 'lab instrumentation', 'MATLAB', 'fault detection', 'internship']"
UIUC_ENG_001796,UIUC,Bioengineering,4,21,F,"['biomaterials', 'data', 'imaging', 'biomechanics']","I'm specializing in Bioengineering through capstone work and targeted research experience. My main interests include imaging, rehabilitation engineering, medical devices, image analysis and applying them to wearables.","['medical imaging', 'rehabilitation engineering', 'imaging', 'healthcare', 'image analysis']","['MATLAB', 'Python', 'signal processing', 'experiments', 'modeling']","['biomaterials', 'data', 'imaging', 'rehabilitation engineering', 'medical devices', 'wearables', 'MATLAB', 'Python', 'signal processing', 'image analysis', 'process monitoring', 'modeling']"
UIUC_ENG_001797,UIUC,Aerospace Engineering,4,22,M,"['team projects', 'design', 'experiments', 'programming']","I'm specializing in Aerospace Engineering through capstone work and targeted research experience. My main interests include aerodynamics, controls, design and applying them to autonomous vehicles.","['aerodynamics', 'controls', 'propulsion', 'energy systems', 'design']","['MATLAB', 'numerical methods', 'CAD', 'Python', 'testing']","['team projects', 'design', 'experiments', 'aerodynamics', 'controls', 'autonomous vehicles', 'MATLAB', 'numerical methods', 'CAD', 'systems design', 'trajectory optimization', 'process monitoring']"
UIUC_ENG_001798,UIUC,Mechanical Engineering,3,20,F,"['robotics', 'controls', 'dynamics', 'thermodynamics']","I'm building depth in Mechanical Engineering with advanced coursework and research/industry-style projects. My main interests include controls, mechanical design, manufacturing, computer vision for inspection and applying them to energy systems.","['dynamics', 'robotics', 'energy systems', 'manufacturing', 'computer vision for inspection']","['FEA basics', 'Python', 'experiments', 'prototyping', 'simulation']","['robotics', 'controls', 'dynamics', 'mechanical design', 'manufacturing', 'energy systems', 'FEA basics', 'Python', 'experiments', 'computer vision for inspection', 'process monitoring', 'data-driven modeling']"
UIUC_ENG_001799,UIUC,Computer Science,2,19,F,"['systems', 'machine learning', 'algorithms', 'NLP']","I'm getting more focused in Computer Science by taking core classes and joining hands-on team projects. My main interests include security, HCI, NLP, machine learning and applying them to robotics.","['education tech', 'healthcare', 'HCI', 'manufacturing analytics', 'algorithms']","['debugging', 'testing', 'SQL', 'Python', 'APIs']","['systems', 'machine learning', 'algorithms', 'security', 'HCI', 'NLP', 'robotics', 'debugging', 'testing', 'SQL', 'process monitoring', 'design reviews']"
UIUC_ENG_001800,UIUC,Aerospace Engineering,2,19,F,"['modeling', 'design', 'programming', 'data analysis']","I'm getting more focused in Aerospace Engineering by taking core classes and joining hands-on team projects. My main interests include controls, programming, propulsion, trajectory optimization and applying them to autonomous vehicles.","['manufacturing', 'flight dynamics', 'systems design', 'energy systems', 'aerospace']","['testing', 'CAD', 'simulation', 'numerical methods', 'MATLAB']","['modeling', 'design', 'programming', 'controls', 'propulsion', 'autonomous vehicles', 'testing', 'CAD', 'simulation', 'trajectory optimization', 'MATLAB', 'Python']"
UIUC_ENG_001801,UIUC,Mechanical Engineering,1,19,F,"['dynamics', 'materials', 'manufacturing', 'controls']","I'm exploring different directions in Mechanical Engineering through intro courses and small projects. My main interests include dynamics, materials, controls, data-driven modeling and applying them to aerospace.","['materials/mechanics', 'data-driven modeling', 'automation', 'manufacturing systems', 'manufacturing']","['Python', 'simulation', 'prototyping', 'CAD', 'MATLAB']","['dynamics', 'materials', 'manufacturing', 'controls', 'aerospace', 'Python', 'simulation', 'prototyping', 'data-driven modeling', 'process monitoring', 'computer vision for inspection', 'automation']"
UIUC_ENG_001802,UIUC,Bioengineering,4,22,M,"['imaging', 'biomechanics', 'data', 'devices']","I'm specializing in Bioengineering through capstone work and targeted research experience. My main interests include medical devices, imaging, biomaterials, image analysis and applying them to healthcare.","['data', 'medical imaging', 'biomaterials', 'bioinstrumentation', 'biomechanics']","['signal processing', 'Python', 'modeling', 'MATLAB', 'data analysis']","['imaging', 'biomechanics', 'data', 'medical devices', 'biomaterials', 'healthcare', 'signal processing', 'Python', 'modeling', 'image analysis', 'rehabilitation engineering', 'wearables']"
UIUC_ENG_001803,UIUC,"Nuclear, Plasma, Radiological Engr",4,21,Unknown,"['team projects', 'modeling', 'data analysis', 'programming']","I'm specializing in Nuclear, Plasma, Radiological Engr through capstone work and targeted research experience. My main interests include programming, energy systems, radiation, signal classification and applying them to fusion.","['energy systems', 'safety', 'nuclear systems', 'fusion', 'programming']","['data analysis', 'Python', 'simulation', 'MATLAB', 'modeling']","['team projects', 'modeling', 'data analysis', 'programming', 'energy systems', 'radiation', 'nuclear systems', 'fusion', 'Python', 'simulation', 'signal classification', 'MATLAB']"
UIUC_ENG_001804,UIUC,Bioengineering,1,18,M,"['biomechanics', 'modeling', 'data', 'biomaterials']","I'm exploring different directions in Bioengineering through intro courses and small projects. My main interests include modeling, rehabilitation engineering, biomaterials, image analysis and applying them to wearables.","['image analysis', 'bioinstrumentation', 'wearables', 'imaging', 'medical imaging']","['Python', 'experiments', 'modeling', 'MATLAB', 'signal processing']","['biomechanics', 'modeling', 'data', 'rehabilitation engineering', 'biomaterials', 'wearables', 'Python', 'experiments', 'image analysis', 'lab work', 'internship', 'medical devices']"
UIUC_ENG_001805,UIUC,Physics,2,19,Unknown,"['programming', 'data analysis', 'design', 'modeling']","I'm getting more focused in Physics by taking core classes and joining hands-on team projects. My main interests include computational modeling, instrumentation, data analysis and applying them to energy.","['computational modeling', 'experiments', 'energy', 'imaging', 'numerical methods']","['MATLAB', 'simulation', 'lab work', 'Python', 'numerical methods']","['programming', 'data analysis', 'design', 'computational modeling', 'instrumentation', 'energy', 'MATLAB', 'simulation', 'lab work', 'numerical methods', 'imaging', 'design reviews']"
UIUC_ENG_001806,UIUC,Electrical Engineering,2,19,M,"['power', 'circuits', 'embedded', 'signals']","I'm getting more focused in Electrical Engineering by taking core classes and joining hands-on team projects. My main interests include power, signals, embedded sensing, fault detection and applying them to robotics.","['manufacturing automation', 'power', 'communications', 'controls', 'sensing']","['MATLAB', 'lab instrumentation', 'simulation', 'Python', 'circuit analysis']","['power', 'circuits', 'embedded', 'signals', 'embedded sensing', 'robotics', 'MATLAB', 'lab instrumentation', 'simulation', 'fault detection', 'design reviews', 'communications']"
UIUC_ENG_001807,UIUC,Engineering Undeclared,2,19,F,"['programming', 'data analysis', 'experiments', 'modeling']","I'm getting more focused in Engineering Undeclared by taking core classes and joining hands-on team projects. My main interests include modeling, team projects, hands-on projects and applying them to manufacturing.","['data analysis', 'problem solving', 'manufacturing', 'intro engineering', 'team projects']","['presentations', 'Python', 'prototyping', 'basic programming', 'Excel']","['programming', 'data analysis', 'experiments', 'modeling', 'team projects', 'hands-on projects', 'manufacturing', 'presentations', 'Python', 'prototyping', 'lab work', 'Excel']"
UIUC_ENG_001808,UIUC,Computer Science,3,20,M,"['machine learning', 'NLP', 'AI', 'algorithms']","I'm building depth in Computer Science with advanced coursework and research/industry-style projects. My main interests include machine learning, HCI, algorithms, NLP and applying them to finance.","['HCI', 'algorithms', 'robotics', 'software engineering', 'finance']","['Git', 'SQL', 'testing', 'APIs', 'Python']","['machine learning', 'NLP', 'AI', 'HCI', 'algorithms', 'software engineering', 'finance', 'Git', 'SQL', 'testing', 'computer vision', 'healthcare']"
UIUC_ENG_001809,UIUC,Systems Engineering & Design,3,21,F,"['data analysis', 'team projects', 'design', 'programming']","I'm building depth in Systems Engineering & Design with advanced coursework and research/industry-style projects. My main interests include design, problem solving, programming and applying them to sustainability.","['sustainability', 'hands-on projects', 'design thinking', 'intro engineering', 'manufacturing']","['Python', 'presentations', 'prototyping', 'Excel', 'basic programming']","['data analysis', 'team projects', 'design', 'problem solving', 'programming', 'sustainability', 'Python', 'presentations', 'prototyping', 'intro ML', 'Excel', 'manufacturing']"
UIUC_ENG_001810,UIUC,Physics,4,21,F,"['experiments', 'programming', 'modeling', 'design']","I'm specializing in Physics through capstone work and targeted research experience. My main interests include modeling, instrumentation, design, scientific ML and applying them to computing.","['instrumentation', 'numerical methods', 'design', 'data analysis', 'experiments']","['numerical methods', 'simulation', 'lab work', 'Python', 'data analysis']","['experiments', 'programming', 'modeling', 'instrumentation', 'design', 'computational modeling', 'computing', 'numerical methods', 'simulation', 'lab work', 'scientific ML', 'energy']"
UIUC_ENG_001811,UIUC,Industrial Engineering,4,21,M,"['optimization', 'analytics', 'operations', 'supply chain']","I'm specializing in Industrial Engineering through capstone work and targeted research experience. My main interests include simulation, process improvement, quality engineering, ML for operations and applying them to production planning.","['production planning', 'process improvement', 'manufacturing systems', 'human factors', 'simulation']","['data visualization', 'process mapping', 'Python', 'R', 'A/B testing']","['optimization', 'analytics', 'operations', 'simulation', 'process improvement', 'quality engineering', 'production planning', 'data visualization', 'process mapping', 'Python', 'ML for operations', 'supply chain']"
UIUC_ENG_001812,UIUC,Computer Science,4,22,M,"['NLP', 'AI', 'machine learning', 'data']","I'm specializing in Computer Science through capstone work and targeted research experience. My main interests include systems, security, NLP, NLP and applying them to manufacturing analytics.","['finance', 'HCI', 'AI', 'healthcare', 'robotics']","['Git', 'debugging', 'Python', 'SQL', 'testing']","['NLP', 'AI', 'machine learning', 'systems', 'security', 'manufacturing analytics', 'Git', 'debugging', 'Python', 'SQL', 'software engineering', 'design reviews']"
UIUC_ENG_001813,UIUC,Aerospace Engineering,4,21,M,"['modeling', 'programming', 'team projects', 'design']","I'm specializing in Aerospace Engineering through capstone work and targeted research experience. My main interests include systems design, structures, flight dynamics and applying them to aerospace.","['energy systems', 'controls', 'propulsion', 'flight dynamics', 'autonomous vehicles']","['MATLAB', 'CAD', 'simulation', 'Python', 'numerical methods']","['modeling', 'programming', 'team projects', 'systems design', 'structures', 'flight dynamics', 'aerodynamics', 'aerospace', 'MATLAB', 'CAD', 'simulation', 'controls']"
UIUC_ENG_001814,UIUC,Engineering Undeclared,4,23,F,"['team projects', 'data analysis', 'design', 'programming']","I'm specializing in Engineering Undeclared through capstone work and targeted research experience. My main interests include hands-on projects, team projects, data analysis, intro ML and applying them to robotics.","['data analysis', 'intro engineering', 'team projects', 'manufacturing', 'robotics']","['research reading', 'Python', 'prototyping', 'basic programming', 'Excel']","['team projects', 'data analysis', 'design', 'hands-on projects', 'robotics', 'research reading', 'Python', 'prototyping', 'intro ML', 'manufacturing', 'design reviews', 'intro engineering']"
UIUC_ENG_001815,UIUC,Electrical Engineering,4,21,M,"['embedded', 'power', 'control', 'communications']","I'm specializing in Electrical Engineering through capstone work and targeted research experience. My main interests include signals, communications, embedded and applying them to wireless.","['robotics', 'wireless', 'manufacturing automation', 'signals', 'sensing']","['Python', 'control design', 'MATLAB', 'simulation', 'lab instrumentation']","['embedded', 'power', 'control', 'signals', 'communications', 'power systems', 'wireless', 'Python', 'control design', 'MATLAB', 'controls', 'internship']"
UIUC_ENG_001816,UIUC,Electrical Engineering,2,19,F,"['signals', 'communications', 'embedded', 'control']","I'm getting more focused in Electrical Engineering by taking core classes and joining hands-on team projects. My main interests include embedded, power systems, controls and applying them to robotics.","['robotics', 'signals', 'sensing', 'communications', 'embedded']","['lab instrumentation', 'MATLAB', 'control design', 'circuit analysis', 'simulation']","['signals', 'communications', 'embedded', 'power systems', 'controls', 'robotics', 'lab instrumentation', 'MATLAB', 'control design', 'smart grid', 'circuits', 'simulation']"
UIUC_ENG_001817,UIUC,Computer Science,2,20,F,"['data', 'algorithms', 'systems', 'machine learning']","I'm getting more focused in Computer Science by taking core classes and joining hands-on team projects. My main interests include machine learning, algorithms, software engineering, computer vision and applying them to manufacturing analytics.","['software engineering', 'healthcare', 'manufacturing analytics', 'machine learning', 'algorithms']","['testing', 'APIs', 'SQL', 'debugging', 'Git']","['data', 'algorithms', 'systems', 'machine learning', 'software engineering', 'manufacturing analytics', 'testing', 'APIs', 'SQL', 'computer vision', 'healthcare', 'Python']"
UIUC_ENG_001818,UIUC,Electrical Engineering,2,19,M,"['circuits', 'embedded', 'power', 'communications']","I'm getting more focused in Electrical Engineering by taking core classes and joining hands-on team projects. My main interests include power systems, circuits, embedded and applying them to robotics.","['controls', 'manufacturing automation', 'power systems', 'circuits', 'sensing']","['Python', 'circuit analysis', 'lab instrumentation', 'simulation', 'MATLAB']","['circuits', 'embedded', 'power', 'power systems', 'robotics', 'Python', 'circuit analysis', 'lab instrumentation', 'signals', 'smart grid', 'communications', 'control design']"
UIUC_ENG_001819,UIUC,Computer Engineering,4,22,M,"['hardware', 'embedded', 'computer vision', 'systems']","I'm specializing in Computer Engineering through capstone work and targeted research experience. My main interests include digital design, embedded, hardware and applying them to sensing.","['manufacturing automation', 'hardware', 'embedded systems', 'real-time systems', 'robotics']","['debugging', 'profiling', 'C/C++', 'microcontrollers', 'Python']","['hardware', 'embedded', 'computer vision', 'digital design', 'embedded systems', 'sensing', 'debugging', 'profiling', 'C/C++', 'microcontrollers', 'design reviews', 'IoT']"
UIUC_ENG_001820,UIUC,Electrical Engineering,4,21,M,"['embedded', 'communications', 'signals', 'circuits']","I'm specializing in Electrical Engineering through capstone work and targeted research experience. My main interests include communications, signals, controls and applying them to robotics.","['signals', 'embedded sensing', 'robotics', 'communications', 'controls']","['lab instrumentation', 'circuit analysis', 'MATLAB', 'simulation', 'Python']","['embedded', 'communications', 'signals', 'controls', 'embedded sensing', 'robotics', 'lab instrumentation', 'circuit analysis', 'MATLAB', 'design reviews', 'process monitoring', 'Python']"
UIUC_ENG_001821,UIUC,Materials Science & Engr,1,19,M,"['manufacturing', 'polymers', 'processing', 'metals']","I'm exploring different directions in Materials Science & Engr through intro courses and small projects. My main interests include materials processing, nanomaterials, failure analysis, property prediction and applying them to electronics.","['nanomaterials', 'materials processing', 'characterization', 'advanced manufacturing', 'polymers']","['experiments', 'materials selection', 'simulation', 'Python', 'data analysis']","['manufacturing', 'polymers', 'processing', 'materials processing', 'nanomaterials', 'failure analysis', 'electronics', 'experiments', 'materials selection', 'simulation', 'property prediction', 'lab work']"
UIUC_ENG_001822,UIUC,Bioengineering,4,22,M,"['devices', 'imaging', 'modeling', 'biomaterials']","I'm specializing in Bioengineering through capstone work and targeted research experience. My main interests include imaging, devices, biomaterials, image analysis and applying them to wearables.","['image analysis', 'wearables', 'medical imaging', 'devices', 'imaging']","['signal processing', 'experiments', 'modeling', 'Python', 'data analysis']","['devices', 'imaging', 'modeling', 'biomaterials', 'bioinstrumentation', 'wearables', 'signal processing', 'experiments', 'image analysis', 'capstone', 'data analysis', 'process monitoring']"
UIUC_ENG_001823,UIUC,Bioengineering,4,22,F,"['imaging', 'modeling', 'biomechanics', 'data']","I'm specializing in Bioengineering through capstone work and targeted research experience. My main interests include biomaterials, data, medical devices, image analysis and applying them to wearables.","['imaging', 'biomaterials', 'data', 'wearables', 'image analysis']","['Python', 'experiments', 'modeling', 'signal processing', 'MATLAB']","['imaging', 'modeling', 'biomechanics', 'biomaterials', 'data', 'medical devices', 'wearables', 'Python', 'experiments', 'image analysis', 'internship', 'design reviews']"
UIUC_ENG_001824,UIUC,Electrical Engineering,4,21,F,"['signals', 'power', 'embedded', 'communications']","I'm specializing in Electrical Engineering through capstone work and targeted research experience. My main interests include communications, power systems, signals and applying them to robotics.","['controls', 'embedded sensing', 'signals', 'sensing', 'wireless']","['Python', 'simulation', 'MATLAB', 'lab instrumentation', 'control design']","['signals', 'power', 'embedded', 'communications', 'power systems', 'robotics', 'Python', 'simulation', 'MATLAB', 'internship', 'wireless', 'manufacturing automation']"
UIUC_ENG_001825,UIUC,Aerospace Engineering,3,21,M,"['experiments', 'programming', 'team projects', 'design']","I'm building depth in Aerospace Engineering with advanced coursework and research/industry-style projects. My main interests include propulsion, design, aerodynamics, trajectory optimization and applying them to energy systems.","['autonomous vehicles', 'flight dynamics', 'controls', 'aerodynamics', 'propulsion']","['simulation', 'numerical methods', 'MATLAB', 'Python', 'testing']","['experiments', 'programming', 'team projects', 'propulsion', 'design', 'aerodynamics', 'energy systems', 'simulation', 'numerical methods', 'MATLAB', 'trajectory optimization', 'Python']"
UIUC_ENG_001826,UIUC,Electrical Engineering,2,20,M,"['power', 'control', 'circuits', 'signals']","I'm getting more focused in Electrical Engineering by taking core classes and joining hands-on team projects. My main interests include control, power, embedded sensing, fault detection and applying them to smart grid.","['controls', 'control', 'robotics', 'wireless', 'sensing']","['lab instrumentation', 'control design', 'simulation', 'circuit analysis', 'Python']","['power', 'control', 'circuits', 'embedded sensing', 'smart grid', 'lab instrumentation', 'control design', 'simulation', 'fault detection', 'controls', 'design reviews', 'circuit analysis']"
UIUC_ENG_001827,UIUC,Materials Science & Engr,3,20,M,"['processing', 'characterization', 'polymers', 'nanomaterials']","I'm building depth in Materials Science & Engr with advanced coursework and research/industry-style projects. My main interests include processing, characterization, materials processing and applying them to electronics.","['polymers', 'metals', 'biomaterials', 'characterization', 'processing']","['materials selection', 'simulation', 'lab characterization', 'experiments', 'Python']","['processing', 'characterization', 'polymers', 'materials processing', 'failure analysis', 'electronics', 'materials selection', 'simulation', 'lab characterization', 'lab work', 'data analysis', 'metals']"
UIUC_ENG_001828,UIUC,Bioengineering,2,19,F,"['data', 'modeling', 'imaging', 'biomechanics']","I'm getting more focused in Bioengineering by taking core classes and joining hands-on team projects. My main interests include data, modeling, imaging and applying them to wearables.","['biomechanics', 'medical imaging', 'bioinstrumentation', 'assistive tech', 'imaging']","['MATLAB', 'Python', 'experiments', 'signal processing', 'modeling']","['data', 'modeling', 'imaging', 'wearables', 'MATLAB', 'Python', 'experiments', 'signal processing', 'medical devices', 'design reviews', 'biomechanics', 'healthcare']"
UIUC_ENG_001829,UIUC,Computer Science,4,21,F,"['data', 'algorithms', 'systems', 'AI']","I'm specializing in Computer Science through capstone work and targeted research experience. My main interests include HCI, AI, security, computer vision and applying them to healthcare.","['security', 'AI', 'systems', 'manufacturing analytics', 'data engineering']","['SQL', 'Python', 'debugging', 'testing', 'Git']","['data', 'algorithms', 'systems', 'HCI', 'AI', 'security', 'data engineering', 'healthcare', 'SQL', 'Python', 'debugging', 'computer vision']"
UIUC_ENG_001830,UIUC,Electrical Engineering,2,20,NB,"['control', 'power', 'embedded', 'circuits']","I'm getting more focused in Electrical Engineering by taking core classes and joining hands-on team projects. My main interests include control, embedded, communications, fault detection and applying them to robotics.","['manufacturing automation', 'communications', 'power systems', 'circuits', 'embedded']","['control design', 'MATLAB', 'Python', 'circuit analysis', 'simulation']","['control', 'power', 'embedded', 'communications', 'robotics', 'control design', 'MATLAB', 'Python', 'fault detection', 'lab instrumentation', 'design reviews', 'controls']"
UIUC_ENG_001831,UIUC,Physics,2,20,M,"['data analysis', 'team projects', 'experiments', 'design']","I'm getting more focused in Physics by taking core classes and joining hands-on team projects. My main interests include team projects, data analysis, numerical methods, scientific ML and applying them to energy.","['numerical methods', 'computational modeling', 'data analysis', 'experiments', 'imaging']","['numerical methods', 'Python', 'MATLAB', 'data analysis', 'lab work']","['data analysis', 'team projects', 'experiments', 'numerical methods', 'energy', 'Python', 'MATLAB', 'scientific ML', 'capstone', 'computing', 'internship', 'instrumentation']"
UIUC_ENG_001832,UIUC,Materials Science & Engr,3,20,M,"['manufacturing', 'processing', 'nanomaterials', 'metals']","I'm building depth in Materials Science & Engr with advanced coursework and research/industry-style projects. My main interests include characterization, metals, nanomaterials, property prediction and applying them to advanced manufacturing.","['materials processing', 'metals', 'characterization', 'polymers', 'failure analysis']","['materials selection', 'simulation', 'lab characterization', 'Python', 'data analysis']","['manufacturing', 'processing', 'nanomaterials', 'characterization', 'metals', 'materials processing', 'advanced manufacturing', 'materials selection', 'simulation', 'lab characterization', 'property prediction', 'internship']"
UIUC_ENG_001833,UIUC,Electrical Engineering,4,22,F,"['signals', 'control', 'power', 'circuits']","I'm specializing in Electrical Engineering through capstone work and targeted research experience. My main interests include controls, power systems, communications and applying them to manufacturing automation.","['smart grid', 'manufacturing automation', 'power systems', 'sensing', 'robotics']","['circuit analysis', 'lab instrumentation', 'control design', 'simulation', 'Python']","['signals', 'control', 'power', 'controls', 'power systems', 'communications', 'manufacturing automation', 'circuit analysis', 'lab instrumentation', 'control design', 'simulation', 'circuits']"
UIUC_ENG_001834,UIUC,Civil Engineering,3,20,F,"['water', 'risk', 'geotech', 'transportation']","I'm building depth in Civil Engineering with advanced coursework and research/industry-style projects. My main interests include risk/resilience, sustainability, structures, remote sensing analytics and applying them to infrastructure.","['construction management', 'climate adaptation', 'transportation', 'sustainability', 'geotech']","['Python', 'simulation', 'GIS', 'statistical modeling', 'data analysis']","['water', 'risk', 'geotech', 'risk/resilience', 'sustainability', 'structures', 'infrastructure', 'Python', 'simulation', 'GIS', 'remote sensing analytics', 'process monitoring']"
UIUC_ENG_001835,UIUC,Systems Engineering & Design,4,21,M,"['team projects', 'modeling', 'design', 'data analysis']","I'm specializing in Systems Engineering & Design through capstone work and targeted research experience. My main interests include hands-on projects, design, data analysis, intro ML and applying them to healthcare.","['data analysis', 'problem solving', 'team projects', 'intro engineering', 'hands-on projects']","['basic programming', 'research reading', 'prototyping', 'presentations', 'Excel']","['team projects', 'modeling', 'design', 'hands-on projects', 'data analysis', 'healthcare', 'basic programming', 'research reading', 'prototyping', 'intro ML', 'presentations', 'process monitoring']"
UIUC_ENG_001836,UIUC,Aerospace Engineering,1,19,M,"['data analysis', 'experiments', 'programming', 'team projects']","I'm exploring different directions in Aerospace Engineering through intro courses and small projects. My main interests include propulsion, programming, data analysis, trajectory optimization and applying them to aerospace.","['data analysis', 'flight dynamics', 'trajectory optimization', 'energy systems', 'structures']","['MATLAB', 'CAD', 'Python', 'numerical methods', 'testing']","['data analysis', 'experiments', 'programming', 'propulsion', 'aerospace', 'MATLAB', 'CAD', 'Python', 'trajectory optimization', 'manufacturing', 'structures', 'controls']"
UIUC_ENG_001837,UIUC,Computer Engineering,4,21,F,"['IoT', 'systems', 'embedded', 'computer vision']","I'm specializing in Computer Engineering through capstone work and targeted research experience. My main interests include systems, embedded, embedded systems, edge inference and applying them to sensing.","['robotics', 'edge inference', 'embedded systems', 'sensing', 'real-time systems']","['microcontrollers', 'debugging', 'C/C++', 'profiling', 'Python']","['IoT', 'systems', 'embedded', 'embedded systems', 'computer architecture', 'sensing', 'microcontrollers', 'debugging', 'C/C++', 'edge inference', 'design reviews', 'Verilog/HDL']"
UIUC_ENG_001838,UIUC,Aerospace Engineering,1,19,F,"['modeling', 'experiments', 'programming', 'team projects']","I'm exploring different directions in Aerospace Engineering through intro courses and small projects. My main interests include systems design, aerodynamics, team projects, trajectory optimization and applying them to aerospace.","['team projects', 'trajectory optimization', 'controls', 'flight dynamics', 'autonomous vehicles']","['Python', 'MATLAB', 'simulation', 'CAD', 'testing']","['modeling', 'experiments', 'programming', 'systems design', 'aerodynamics', 'team projects', 'aerospace', 'Python', 'MATLAB', 'simulation', 'trajectory optimization', 'design reviews']"
UIUC_ENG_001839,UIUC,Physics,2,19,M,"['team projects', 'programming', 'modeling', 'design']","I'm getting more focused in Physics by taking core classes and joining hands-on team projects. My main interests include computational modeling, data analysis, modeling and applying them to computing.","['data analysis', 'instrumentation', 'modeling', 'imaging', 'applied physics']","['Python', 'simulation', 'numerical methods', 'MATLAB', 'lab work']","['team projects', 'programming', 'modeling', 'computational modeling', 'data analysis', 'computing', 'Python', 'simulation', 'numerical methods', 'lab work', 'process monitoring', 'capstone']"
UIUC_ENG_001840,UIUC,Civil Engineering,4,21,F,"['transportation', 'structures', 'water', 'sustainability']","I'm specializing in Civil Engineering through capstone work and targeted research experience. My main interests include risk/resilience, structures, geotechnical and applying them to infrastructure.","['risk/resilience', 'construction management', 'infrastructure', 'water resources', 'transportation']","['data analysis', 'design codes', 'GIS', 'Python', 'simulation']","['transportation', 'structures', 'water', 'risk/resilience', 'geotechnical', 'water resources', 'infrastructure', 'data analysis', 'design codes', 'GIS', 'construction management', 'simulation']"
